 
 
 
攻角：-4.00
升力系数：0.0495 阻力系数： 0.0073
 
0.0000 
 
 
压力系数 坐标
0.85721 0.00000
0.99379 0.00050
1.01479 0.00125
0.99743 0.00250
0.91505 0.00500
0.85247 0.00750
0.71326 0.01000
0.59132 0.01500
0.41951 0.02500
0.24659 0.05000
-0.08845 0.10000
-0.22382 0.12500
-0.33577 0.15000
-0.44358 0.17500
-0.48002 0.20000
-0.59994 0.22500
-0.71542 0.27500
-0.78558 0.32500
-0.81354 0.35000
-0.80880 0.37500
-0.82778 0.40000
-0.81001 0.42500
-0.78074 0.45000
-0.75621 0.47500
-0.71886 0.50000
-0.67595 0.52500
-0.64456 0.55000
-0.53604 0.57500
-0.48941 0.60000
-0.44045 0.62500
-0.42308 0.65000
-0.37917 0.67500
-0.33748 0.70000
-0.26268 0.75000
-0.19192 0.80000
-0.15840 0.82500
-0.13186 0.85000
-0.09360 0.87500
-0.07341 0.90000
-0.03505 0.92500
0.00129 0.95000
0.11193 0.99000
 
 
压力系数 坐标
0.70488 0.00000
0.36127 0.00050
0.13515 0.00125
-0.08996 0.00250
-0.26571 0.00500
-0.49778 0.00750
-0.61841 0.01000
-0.74409 0.01500
-0.79305 0.02500
-0.81768 0.05000
-0.84070 0.07500
-0.85160 0.12500
-0.85392 0.15000
-0.85594 0.17500
-0.85493 0.20000
-0.86846 0.22500
-0.87027 0.25000
-0.83626 0.27500
-0.78730 0.30000
-0.75580 0.32500
-0.75843 0.35000
-0.71361 0.37500
-0.65193 0.40000
-0.56794 0.42500
-0.52040 0.45000
-0.46165 0.47500
-0.39260 0.50000
-0.30195 0.52500
-0.23704 0.55000
-0.17314 0.57500
-0.10581 0.60000
-0.03848 0.62500
0.01139 0.65000
0.06670 0.67500
0.12485 0.70000
0.17240 0.72500
0.20904 0.75000
0.28838 0.82500
0.31049 0.85000
0.31412 0.87500
0.31766 0.90000
0.31120 0.92500
0.28293 0.95000
0.26143 0.97500
0.19279 0.99000
 
 
压力系数 坐标
1.01661 0.06250
1.01681 0.08750
1.01590 0.11250
1.01822 0.13750
1.01873 0.16250
1.01348 0.18750
1.02004 0.21250
1.01832 0.23750
1.01630 0.26250
1.01943 0.28750
1.01358 0.31250
1.01721 0.33750
1.01923 0.36250
1.02074 0.38750
1.02095 0.41250
1.01711 0.43750
1.01862 0.45250
1.01691 0.46750
1.01650 0.48250
1.01953 0.49750
1.01671 0.51250
1.01650 0.52750
1.00348 0.54250
1.02185 0.55750
1.01469 0.57250
1.01923 0.58750
1.01822 0.60250
1.01923 0.61750
1.01923 0.63250
1.01428 0.64750
1.01721 0.66250
1.01570 0.67750
1.01711 0.69250
1.00691 0.70750
1.01418 0.72250
1.01479 0.73750
1.00106 0.74750
1.01237 0.75750
1.01418 0.76750
1.00591 0.77750
1.01287 0.78750
1.01237 0.79750
1.02034 0.80750
1.01459 0.81750
1.01176 0.82750
1.01287 0.83750
1.01862 0.84750
1.01590 0.85750
1.01156 0.86750
1.01519 0.87750
1.01731 0.88750
1.01186 0.89750
1.01509 0.90750
1.01580 0.91750
1.00924 0.92750
1.01338 0.93750
1.01418 0.94750
1.02418 0.95750
1.01681 0.96750
1.01085 0.97750
1.01428 0.98750
1.00803 0.99750
1.01519 1.00750
1.01580 1.01750
1.00399 1.02750
0.99450 1.03750
0.96845 1.04750
0.90970 1.05750
0.85146 1.06750
0.84237 1.07750
0.88043 1.08750
0.94211 1.09750
0.98117 1.10750
1.00399 1.11750
1.01065 1.12750
1.00994 1.13750
1.01378 1.15250
1.01095 1.16750
1.01186 1.18250
1.00974 1.19750
1.00813 1.21250
1.01317 1.22750
1.01317 1.24250
1.01287 1.25750
1.01368 1.27250
1.01004 1.28750
1.01216 1.30250
1.01307 1.31750
1.01226 1.33250
1.01156 1.34750
1.01237 1.36250
1.00732 1.37750
1.01186 1.39250
1.00984 1.40750
1.00994 1.42250
1.01327 1.43750
1.01176 1.46250
1.01903 1.48750
1.01782 1.51250
1.01327 1.53750
1.01247 1.56250
1.01237 1.58750
1.01842 1.61250
0.98935 1.63750
1.01519 1.66250
1.01883 1.68750
1.00813 1.71250
1.01196 1.73750
1.00803 1.76250
1.01428 1.78750
1.01691 1.81250
 
 
压力系数 坐标
-0.00900 0.62500
-0.03384 0.93750
-0.03858 1.25000
0.01876 1.56250
