 
 
 
攻角：-1.00
升力系数：0.4337 阻力系数： 0.0076
 
0.0000 
 
 
压力系数 坐标
1.01153 0.00000
0.91996 0.00050
0.81703 0.00125
0.68297 0.00250
0.45946 0.00500
0.35177 0.00750
0.15615 0.01000
0.03202 0.01500
-0.14514 0.02500
-0.29147 0.05000
-0.54702 0.10000
-0.64549 0.12500
-0.72834 0.15000
-0.81524 0.17500
-0.83187 0.20000
-0.93217 0.22500
-1.01603 0.27500
-1.05366 0.32500
-1.06785 0.35000
-1.04514 0.37500
-1.04929 0.40000
-1.01796 0.42500
-0.97527 0.45000
-0.93683 0.47500
-0.89424 0.50000
-0.85185 0.52500
-0.69244 0.55000
-0.65299 0.57500
-0.60928 0.60000
-0.54387 0.62500
-0.51558 0.65000
-0.46204 0.67500
-0.41062 0.70000
-0.32149 0.75000
-0.23721 0.80000
-0.19614 0.82500
-0.16521 0.85000
-0.12130 0.87500
-0.09413 0.90000
-0.05072 0.92500
-0.00905 0.95000
0.11163 0.99000
 
 
压力系数 坐标
1.01457 0.00000
0.91813 0.00050
0.79665 0.00125
0.65123 0.00250
0.52406 0.00500
0.33706 0.00750
0.20259 0.01000
-0.00509 0.01500
-0.11725 0.02500
-0.22403 0.05000
-0.33173 0.07500
-0.44855 0.12500
-0.48506 0.15000
-0.51690 0.17500
-0.53667 0.20000
-0.57541 0.22500
-0.59164 0.25000
-0.58018 0.27500
-0.54945 0.30000
-0.53434 0.32500
-0.55432 0.35000
-0.51284 0.37500
-0.47390 0.40000
-0.44520 0.42500
-0.41732 0.45000
-0.32757 0.47500
-0.26652 0.50000
-0.19189 0.52500
-0.14149 0.55000
-0.08743 0.57500
-0.02973 0.60000
0.03071 0.62500
0.07320 0.65000
0.12208 0.67500
0.17775 0.70000
0.22338 0.72500
0.25614 0.75000
0.33128 0.82500
0.35126 0.85000
0.35004 0.87500
0.35004 0.90000
0.33716 0.92500
0.30167 0.95000
0.27348 0.97500
0.18566 0.99000
 
 
压力系数 坐标
1.01670 0.06250
1.01792 0.08750
1.01660 0.11250
1.01893 0.13750
1.01893 0.16250
1.01417 0.18750
1.02015 0.21250
1.01954 0.23750
1.01751 0.26250
1.02035 0.28750
1.01427 0.31250
1.01974 0.33750
1.02015 0.36250
1.02187 0.38750
1.02127 0.41250
1.01802 0.43750
1.01964 0.45250
1.01802 0.46750
1.01701 0.48250
1.02147 0.49750
1.01711 0.51250
1.01782 0.52750
1.00321 0.54250
1.02187 0.55750
1.01559 0.57250
1.02076 0.58750
1.01985 0.60250
1.01974 0.61750
1.01924 0.63250
1.01538 0.64750
1.01761 0.66250
1.01721 0.67750
1.01914 0.69250
1.00920 0.70750
1.01589 0.72250
1.01680 0.73750
1.00321 0.74750
1.01356 0.75750
1.01488 0.76750
1.00788 0.77750
1.01325 0.78750
1.01285 0.79750
1.01944 0.80750
1.01731 0.81750
1.01163 0.82750
1.01356 0.83750
1.01812 0.84750
1.01640 0.85750
1.01244 0.86750
1.01650 0.87750
1.01650 0.88750
1.01396 0.89750
1.01619 0.90750
1.01630 0.91750
1.01041 0.92750
1.01488 0.93750
1.01467 0.94750
1.02421 0.95750
1.01822 0.96750
1.00910 0.97750
0.98628 0.98750
0.92716 0.99750
0.87290 1.00750
0.83832 1.01750
0.84573 1.02750
0.90718 1.03750
0.96478 1.04750
0.99591 1.05750
1.01052 1.06750
1.01305 1.07750
1.01701 1.08750
1.01305 1.09750
1.00879 1.10750
1.00737 1.11750
1.01052 1.12750
1.01082 1.13750
1.01427 1.15250
1.01275 1.16750
1.01031 1.18250
1.00991 1.19750
1.01062 1.21250
1.01214 1.22750
1.01295 1.24250
1.01396 1.25750
1.01437 1.27250
1.01173 1.28750
1.01234 1.30250
1.01407 1.31750
1.01254 1.33250
1.01194 1.34750
1.01336 1.36250
1.00818 1.37750
1.01204 1.39250
1.01224 1.40750
1.01234 1.42250
1.01123 1.43750
1.01254 1.46250
1.01853 1.48750
1.01883 1.51250
1.01417 1.53750
1.01285 1.56250
1.01396 1.58750
1.01843 1.61250
0.99358 1.63750
1.01589 1.66250
1.01893 1.68750
1.00899 1.71250
1.01224 1.73750
1.00930 1.76250
1.01376 1.78750
1.01761 1.81250
 
 
压力系数 坐标
0.00150 0.62500
-0.02852 0.93750
-0.04099 1.25000
0.01347 1.56250
