 
 
 
攻角：-3.00
升力系数：0.1795 阻力系数： 0.0075
 
0.0000 
 
 
压力系数 坐标
0.96712 0.00000
1.02026 0.00050
0.99633 0.00125
0.93851 0.00250
0.80412 0.00500
0.72308 0.00750
0.55805 0.01000
0.43242 0.01500
0.25049 0.02500
0.08363 0.05000
-0.23575 0.10000
-0.36107 0.12500
-0.46512 0.15000
-0.56591 0.17500
-0.59544 0.20000
-0.71170 0.22500
-0.81799 0.27500
-0.87816 0.32500
-0.90178 0.35000
-0.89078 0.37500
-0.90503 0.40000
-0.88314 0.42500
-0.84884 0.45000
-0.81982 0.47500
-0.77900 0.50000
-0.73664 0.52500
-0.69928 0.55000
-0.56347 0.57500
-0.53364 0.60000
-0.47744 0.62500
-0.45677 0.65000
-0.40964 0.67500
-0.36403 0.70000
-0.28492 0.75000
-0.20999 0.80000
-0.17344 0.82500
-0.14432 0.85000
-0.10523 0.87500
-0.08222 0.90000
-0.04231 0.92500
-0.00352 0.95000
0.11233 0.99000
 
 
压力系数 坐标
0.86378 0.00000
0.60498 0.00050
0.40809 0.00125
0.20641 0.00250
0.04209 0.00500
-0.18006 0.00750
-0.31159 0.01000
-0.47520 0.01500
-0.55044 0.02500
-0.60684 0.05000
-0.66304 0.07500
-0.71374 0.12500
-0.72880 0.15000
-0.74214 0.17500
-0.74825 0.20000
-0.77136 0.22500
-0.77757 0.25000
-0.75090 0.27500
-0.70763 0.30000
-0.68146 0.32500
-0.69012 0.35000
-0.64430 0.37500
-0.60429 0.40000
-0.55950 0.42500
-0.46868 0.45000
-0.41401 0.47500
-0.35384 0.50000
-0.26670 0.52500
-0.20714 0.55000
-0.14585 0.57500
-0.08141 0.60000
-0.01625 0.62500
0.03099 0.65000
0.08352 0.67500
0.14227 0.70000
0.18930 0.72500
0.22616 0.75000
0.30292 0.82500
0.32572 0.85000
0.32817 0.87500
0.33092 0.90000
0.32257 0.92500
0.28867 0.95000
0.26556 0.97500
0.19052 0.99000
 
 
压力系数 坐标
1.01904 0.06250
1.01985 0.08750
1.01863 0.11250
1.02067 0.13750
1.02128 0.16250
1.01537 0.18750
1.02423 0.21250
1.02138 0.23750
1.01700 0.26250
1.02179 0.28750
1.01659 0.31250
1.02118 0.33750
1.02158 0.36250
1.02362 0.38750
1.02321 0.41250
1.01894 0.43750
1.02097 0.45250
1.01985 0.46750
1.01873 0.48250
1.02250 0.49750
1.01883 0.51250
1.01904 0.52750
1.00570 0.54250
1.02342 0.55750
1.01721 0.57250
1.02240 0.58750
1.02067 0.60250
1.02006 0.61750
1.02036 0.63250
1.01700 0.64750
1.01904 0.66250
1.01680 0.67750
1.02026 0.69250
1.01059 0.70750
1.01812 0.72250
1.01639 0.73750
1.00417 0.74750
1.01527 0.75750
1.01629 0.76750
1.00865 0.77750
1.01497 0.78750
1.01466 0.79750
1.02118 0.80750
1.01985 0.81750
1.01212 0.82750
1.01507 0.83750
1.02067 0.84750
1.01812 0.85750
1.01435 0.86750
1.01833 0.87750
1.01700 0.88750
1.01588 0.89750
1.01812 0.90750
1.01761 0.91750
1.01313 0.92750
1.01659 0.93750
1.01670 0.94750
1.02688 0.95750
1.02026 0.96750
1.01456 0.97750
1.01659 0.98750
1.01395 0.99750
1.01924 1.00750
1.01079 1.01750
0.97190 1.02750
0.91071 1.03750
0.86938 1.04750
0.84637 1.05750
0.87976 1.06750
0.93148 1.07750
0.98799 1.08750
1.01212 1.09750
1.01089 1.10750
1.00926 1.11750
1.01303 1.12750
1.01212 1.13750
1.01670 1.15250
1.01425 1.16750
1.01435 1.18250
1.01303 1.19750
1.01110 1.21250
1.01283 1.22750
1.01568 1.24250
1.01659 1.25750
1.01700 1.27250
1.01324 1.28750
1.01456 1.30250
1.01639 1.31750
1.01456 1.33250
1.01578 1.34750
1.01476 1.36250
1.00957 1.37750
1.01324 1.39250
1.01466 1.40750
1.01486 1.42250
1.01537 1.43750
1.01476 1.46250
1.02240 1.48750
1.02097 1.51250
1.01537 1.53750
1.01527 1.56250
1.01659 1.58750
1.02046 1.61250
0.99501 1.63750
1.01792 1.66250
1.02107 1.68750
1.01059 1.71250
1.01466 1.73750
1.01354 1.76250
1.01853 1.78750
1.01914 1.81250
 
 
压力系数 坐标
-0.00373 0.62500
-0.02979 0.93750
-0.03753 1.25000
0.01857 1.56250
