 
 
 
攻角：-8.00
升力系数：-0.4576 阻力系数： 0.0117
 
0.0000 
 
 
压力系数 坐标
-0.12253 0.00000
0.36989 0.00050
0.63489 0.00125
0.83328 0.00250
0.96834 0.00500
1.00611 0.00750
1.01391 0.01000
0.94586 0.01500
0.88203 0.02500
0.74737 0.05000
0.40438 0.10000
0.24889 0.12500
0.11855 0.15000
-0.00081 0.17500
-0.08066 0.20000
-0.19140 0.22500
-0.33857 0.27500
-0.44295 0.32500
-0.48657 0.35000
-0.49919 0.37500
-0.53655 0.40000
-0.53593 0.42500
-0.52372 0.45000
-0.51859 0.47500
-0.49744 0.50000
-0.46122 0.52500
-0.42755 0.55000
-0.40077 0.57500
-0.37880 0.60000
-0.32287 0.62500
-0.27946 0.65000
-0.25205 0.67500
-0.22465 0.70000
-0.17323 0.75000
-0.11945 0.80000
-0.09503 0.82500
-0.07604 0.85000
-0.04648 0.87500
-0.03632 0.90000
-0.00512 0.92500
0.02064 0.95000
0.11516 0.99000
 
 
压力系数 坐标
-0.46347 0.00000
-1.11272 0.00050
-1.40091 0.00125
-1.66375 0.00250
-1.85670 0.00500
-2.08023 0.00750
-2.10999 0.01000
-1.99515 0.01500
-1.89898 0.02500
-1.75119 0.05000
-1.61192 0.07500
-1.41251 0.12500
-1.33923 0.15000
-1.31624 0.17500
-1.17656 0.20000
-1.26184 0.22500
-1.22603 0.25000
-1.16711 0.27500
-1.08265 0.30000
-1.01676 0.32500
-1.01799 0.35000
-0.91762 0.37500
-0.83172 0.40000
-0.76398 0.42500
-0.68752 0.45000
-0.60028 0.47500
-0.50863 0.50000
-0.40487 0.52500
-0.32389 0.55000
-0.24713 0.57500
-0.17087 0.60000
-0.10416 0.62500
-0.05695 0.65000
-0.00574 0.67500
0.03326 0.70000
0.06272 0.72500
0.08807 0.75000
0.14595 0.82500
0.16679 0.85000
0.18290 0.87500
0.20158 0.90000
0.21564 0.92500
0.21779 0.95000
0.22262 0.97500
0.19665 0.99000
 
 
压力系数 坐标
1.01462 0.06250
1.01504 0.08750
1.01421 0.11250
1.01565 0.13750
1.01616 0.16250
1.01052 0.18750
1.01781 0.21250
1.01688 0.23750
1.01493 0.26250
1.01678 0.28750
1.01144 0.31250
1.01627 0.33750
1.01719 0.36250
1.01935 0.38750
1.01852 0.41250
1.01473 0.43750
1.01627 0.45250
1.01545 0.46750
1.01504 0.48250
1.01945 0.49750
1.01493 0.51250
1.01514 0.52750
1.00098 0.54250
1.01873 0.55750
1.01339 0.57250
1.01924 0.58750
1.01545 0.60250
1.01637 0.61750
1.01719 0.63250
1.01175 0.64750
1.01504 0.66250
1.01370 0.67750
1.01493 0.69250
1.00641 0.70750
1.01237 0.72250
1.01288 0.73750
0.99892 0.74750
1.01175 0.75750
1.01267 0.76750
1.00364 0.77750
1.01072 0.78750
1.01011 0.79750
1.01668 0.80750
1.01380 0.81750
1.00939 0.82750
1.01134 0.83750
1.01668 0.84750
1.01442 0.85750
1.00877 0.86750
1.01350 0.87750
1.01442 0.88750
1.00949 0.89750
1.01370 0.90750
1.01432 0.91750
1.00713 0.92750
1.01185 0.93750
1.01175 0.94750
1.02222 0.95750
1.01637 0.96750
1.00877 0.97750
1.01216 0.98750
1.00672 0.99750
1.01144 1.00750
1.01421 1.01750
1.00611 1.02750
1.00641 1.03750
1.01196 1.04750
1.00652 1.05750
1.00590 1.06750
1.00015 1.07750
0.99205 1.08750
0.95407 1.09750
0.91908 1.10750
0.88859 1.11750
0.86786 1.12750
0.84693 1.13750
0.85021 1.15250
0.88808 1.16750
0.94822 1.18250
0.99318 1.19750
1.00518 1.21250
1.01155 1.22750
1.01021 1.24250
1.01155 1.25750
1.01339 1.27250
1.00836 1.28750
1.01042 1.30250
1.01083 1.31750
1.00970 1.33250
1.01031 1.34750
1.01124 1.36250
1.00570 1.37750
1.01021 1.39250
1.01001 1.40750
1.01001 1.42250
1.01155 1.43750
1.01001 1.46250
1.01729 1.48750
1.01719 1.51250
1.01134 1.53750
1.01042 1.56250
1.01185 1.58750
1.01545 1.61250
0.99030 1.63750
1.01380 1.66250
1.01740 1.68750
1.00600 1.71250
1.01103 1.73750
1.00724 1.76250
1.01278 1.78750
1.01514 1.81250
 
 
压力系数 坐标
-0.02503 0.62500
-0.04371 0.93750
-0.03683 1.25000
0.02649 1.56250
