 
 
 
攻角：21.00
升力系数：1.2407 阻力系数： 0.2410
 
0.0000 
 
 
压力系数 坐标
-2.59977 0.00000
-2.63884 0.00050
-2.61405 0.00125
-2.60732 0.00250
-2.62150 0.00500
-2.59661 0.00750
-2.56814 0.01000
-2.78769 0.01500
-2.56916 0.02500
-2.64639 0.05000
-2.39910 0.10000
-2.01612 0.12500
-1.69364 0.15000
-1.43053 0.17500
-1.10876 0.20000
-0.86892 0.22500
-0.63723 0.27500
-0.61642 0.32500
-0.61652 0.35000
-0.61509 0.37500
-0.62397 0.40000
-0.61938 0.42500
-0.62111 0.45000
-0.62509 0.47500
-0.62917 0.50000
-0.63305 0.52500
-0.63948 0.55000
-0.64458 0.57500
-0.65172 0.60000
-0.65906 0.62500
-0.66243 0.65000
-0.66631 0.67500
-0.66855 0.70000
-0.67355 0.75000
-0.67069 0.80000
-0.67355 0.82500
-0.68018 0.85000
-0.67314 0.87500
-0.67131 0.90000
-0.66529 0.92500
-0.65621 0.95000
-0.63315 0.99000
 
 
压力系数 坐标
-2.64425 0.00000
-2.43409 0.00050
-1.54153 0.00125
-0.91421 0.00250
-0.46717 0.00500
0.02395 0.00750
0.39224 0.01000
0.83847 0.01500
0.97528 0.02500
1.02445 0.05000
0.98018 0.07500
0.79532 0.12500
0.70636 0.15000
0.61974 0.17500
0.55241 0.20000
0.45600 0.22500
0.38908 0.25000
0.32450 0.27500
0.28165 0.30000
0.23615 0.32500
0.15841 0.35000
0.13883 0.37500
0.12006 0.40000
0.09404 0.42500
0.07690 0.45000
0.06864 0.47500
0.07394 0.50000
0.09476 0.52500
0.09965 0.55000
0.11108 0.57500
0.12516 0.60000
0.14362 0.62500
0.15280 0.65000
0.17188 0.67500
0.19412 0.70000
0.24176 0.72500
0.25595 0.75000
0.25492 0.82500
0.25697 0.85000
0.22054 0.87500
0.18280 0.90000
0.12536 0.92500
-0.00441 0.95000
-0.14621 0.97500
-0.62825 0.99000
 
 
压力系数 坐标
1.01660 0.06250
1.01537 0.08750
1.01599 0.11250
1.01772 0.13750
1.01956 0.16250
1.01344 0.18750
1.01956 0.21250
1.01833 0.23750
1.01558 0.26250
1.01833 0.28750
1.01303 0.31250
1.01925 0.33750
1.01874 0.36250
1.02119 0.38750
1.02109 0.41250
1.01660 0.43750
1.01792 0.45250
1.01639 0.46750
1.01456 0.48250
1.01772 0.49750
1.01282 0.51250
1.01140 0.52750
0.99303 0.54250
1.00629 0.55750
0.99477 0.57250
0.99732 0.58750
0.99517 0.60250
0.99507 0.61750
0.99354 0.63250
0.98783 0.64750
0.97895 0.66250
0.95161 0.67750
0.92723 0.69250
0.88918 0.70750
0.87224 0.72250
0.84592 0.73750
0.81491 0.74750
0.82582 0.75750
0.79858 0.76750
0.77175 0.77750
0.76522 0.78750
0.73013 0.79750
0.70881 0.80750
0.67800 0.81750
0.62342 0.82750
0.61403 0.83750
0.58853 0.84750
0.58139 0.85750
0.58302 0.86750
0.55415 0.87750
0.55874 0.88750
0.54925 0.89750
0.53803 0.90750
0.50508 0.91750
0.48304 0.92750
0.45611 0.93750
0.44835 0.94750
0.42397 0.95750
0.42448 0.96750
0.38133 0.97750
0.38714 0.98750
0.40612 0.99750
0.40989 1.00750
0.38408 1.01750
0.40234 1.02750
0.37551 1.03750
0.36980 1.04750
0.36531 1.05750
0.37429 1.06750
0.36704 1.07750
0.40234 1.08750
0.40948 1.09750
0.43162 1.10750
0.42887 1.11750
0.44743 1.12750
0.45396 1.13750
0.46661 1.15250
0.46988 1.16750
0.50212 1.18250
0.51548 1.19750
0.57761 1.21250
0.62515 1.22750
0.66392 1.24250
0.70748 1.25750
0.73758 1.27250
0.76471 1.28750
0.79287 1.30250
0.83092 1.31750
0.85367 1.33250
0.87102 1.34750
0.89428 1.36250
0.89193 1.37750
0.93080 1.39250
0.95590 1.40750
0.97191 1.42250
0.99721 1.43750
1.00895 1.46250
1.01619 1.48750
1.01864 1.51250
1.01609 1.53750
1.01527 1.56250
1.01435 1.58750
1.02139 1.61250
0.99803 1.63750
1.01813 1.66250
1.02180 1.68750
1.01038 1.71250
1.01578 1.73750
1.01140 1.76250
1.01792 1.78750
1.02027 1.81250
 
 
压力系数 坐标
-0.02869 0.62500
-0.18916 0.93750
-0.22620 1.25000
-0.07184 1.56250
