 
 
 
攻角：-7.00
升力系数：-0.3314 阻力系数： 0.0092
 
0.0000 
 
 
压力系数 坐标
0.19665 0.00000
0.59623 0.00050
0.79643 0.00125
0.93120 0.00250
1.00414 0.00500
1.01093 0.00750
0.97965 0.01000
0.89107 0.01500
0.79108 0.02500
0.64057 0.05000
0.28698 0.10000
0.13338 0.12500
0.00520 0.15000
-0.11373 0.17500
-0.18132 0.20000
-0.29644 0.22500
-0.43790 0.27500
-0.53471 0.32500
-0.57514 0.35000
-0.58296 0.37500
-0.61773 0.40000
-0.61228 0.42500
-0.59602 0.45000
-0.58635 0.47500
-0.56043 0.50000
-0.52092 0.52500
-0.48687 0.55000
-0.45683 0.57500
-0.42720 0.60000
-0.33821 0.62500
-0.32463 0.65000
-0.29428 0.67500
-0.26229 0.70000
-0.20467 0.75000
-0.14490 0.80000
-0.11826 0.82500
-0.09820 0.85000
-0.06641 0.87500
-0.05211 0.90000
-0.02073 0.92500
0.00972 0.95000
0.10890 0.99000
 
 
压力系数 坐标
-0.09717 0.00000
-0.67699 0.00050
-0.95846 0.00125
-1.21894 0.00250
-1.41390 0.00500
-1.64805 0.00750
-1.70833 0.01000
-1.66718 0.01500
-1.61420 0.02500
-1.51472 0.05000
-1.42058 0.07500
-1.29312 0.12500
-1.25526 0.15000
-1.22553 0.17500
-1.11535 0.20000
-1.16576 0.22500
-1.14456 0.25000
-1.09570 0.27500
-1.02142 0.30000
-0.96175 0.32500
-0.97471 0.35000
-0.87832 0.37500
-0.79787 0.40000
-0.73881 0.42500
-0.66876 0.45000
-0.58851 0.47500
-0.50189 0.50000
-0.40199 0.52500
-0.32545 0.55000
-0.25179 0.57500
-0.17587 0.60000
-0.10602 0.62500
-0.05211 0.65000
0.00653 0.67500
0.05766 0.70000
0.10067 0.72500
0.13410 0.75000
0.20714 0.82500
0.22875 0.85000
0.24099 0.87500
0.25282 0.90000
0.25611 0.92500
0.24367 0.95000
0.23595 0.97500
0.19223 0.99000
 
 
压力系数 坐标
1.00928 0.06250
1.00887 0.08750
1.00918 0.11250
1.01000 0.13750
1.01154 0.16250
1.00599 0.18750
1.01309 0.21250
1.01123 0.23750
1.01010 0.26250
1.01103 0.28750
1.00537 0.31250
1.01082 0.33750
1.01144 0.36250
1.01422 0.38750
1.01360 0.41250
1.00918 0.43750
1.01103 0.45250
1.01010 0.46750
1.00949 0.48250
1.01360 0.49750
1.00856 0.51250
1.01000 0.52750
0.99549 0.54250
1.01432 0.55750
1.00928 0.57250
1.01216 0.58750
1.01165 0.60250
1.01185 0.61750
1.01195 0.63250
1.00825 0.64750
1.00979 0.66250
1.00835 0.67750
1.00969 0.69250
1.00053 0.70750
1.00763 0.72250
1.00578 0.73750
0.99375 0.74750
1.00578 0.75750
1.00681 0.76750
0.99796 0.77750
1.00558 0.78750
1.00599 0.79750
1.01206 0.80750
1.00825 0.81750
1.00331 0.82750
1.00578 0.83750
1.01175 0.84750
1.00732 0.85750
1.00475 0.86750
1.00712 0.87750
1.00907 0.88750
1.00465 0.89750
1.00753 0.90750
1.00743 0.91750
1.00156 0.92750
1.00712 0.93750
1.00547 0.94750
1.01710 0.95750
1.01134 0.96750
1.00383 0.97750
1.00671 0.98750
1.00177 0.99750
1.00784 1.00750
1.00918 1.01750
0.99981 1.02750
0.99920 1.03750
1.00681 1.04750
1.00115 1.05750
1.00187 1.06750
0.98922 1.07750
0.97399 1.08750
0.92759 1.09750
0.88377 1.10750
0.85023 1.11750
0.84138 1.12750
0.85928 1.13750
0.90548 1.15250
0.97183 1.16750
0.99817 1.18250
1.00249 1.19750
1.00208 1.21250
1.00537 1.22750
1.00516 1.24250
1.00702 1.25750
1.00722 1.27250
1.00270 1.28750
1.00506 1.30250
1.00455 1.31750
1.00588 1.33250
1.00599 1.34750
1.00516 1.36250
1.00033 1.37750
1.00434 1.39250
1.00424 1.40750
1.00434 1.42250
1.00547 1.43750
1.00331 1.46250
1.01267 1.48750
1.01134 1.51250
1.00568 1.53750
1.00321 1.56250
1.00372 1.58750
1.00990 1.61250
0.98407 1.63750
1.00887 1.66250
1.01113 1.68750
1.00074 1.71250
1.00403 1.73750
1.00074 1.76250
1.00660 1.78750
1.00897 1.81250
 
 
压力系数 坐标
-0.02886 0.62500
-0.04789 0.93750
-0.04357 1.25000
0.01713 1.56250
