攻角：-1.00
升力系数：0.4334 阻力系数： 0.0076
0.0000 
压力系数 坐标
1.00946 0.00000
0.91761 0.00050
0.81546 0.00125
0.68101 0.00250
0.45734 0.00500
0.34914 0.00750
0.15413 0.01000
0.03079 0.01500
-0.14585 0.02500
-0.29039 0.05000
-0.54707 0.10000
-0.64458 0.12500
-0.72765 0.15000
-0.81425 0.17500
-0.83020 0.20000
-0.93083 0.22500
-1.01461 0.27500
-1.05145 0.32500
-1.06568 0.35000
-1.04246 0.37500
-1.04721 0.40000
-1.01572 0.42500
-0.97282 0.45000
-0.93517 0.47500
-0.89136 0.50000
-0.85038 0.52500
-0.68949 0.55000
-0.65043 0.57500
-0.60723 0.60000
-0.54162 0.62500
-0.51447 0.65000
-0.45996 0.67500
-0.40899 0.70000
-0.32017 0.75000
-0.23649 0.80000
-0.19592 0.82500
-0.16331 0.85000
-0.12001 0.87500
-0.09427 0.90000
-0.04916 0.92500
-0.00686 0.95000
0.11244 0.99000
压力系数 坐标
1.01259 0.00000
0.91922 0.00050
0.79749 0.00125
0.65235 0.00250
0.52618 0.00500
0.33844 0.00750
0.20450 0.01000
-0.00384 0.01500
-0.11577 0.02500
-0.22246 0.05000
-0.33036 0.07500
-0.44755 0.12500
-0.48338 0.15000
-0.51507 0.17500
-0.53375 0.20000
-0.57352 0.22500
-0.59047 0.25000
-0.57826 0.27500
-0.54758 0.30000
-0.53203 0.32500
-0.55262 0.35000
-0.51094 0.37500
-0.47228 0.40000
-0.44311 0.42500
-0.41535 0.45000
-0.32653 0.47500
-0.26405 0.50000
-0.18936 0.52500
-0.14010 0.55000
-0.08590 0.57500
-0.02897 0.60000
0.03028 0.62500
0.07358 0.65000
0.12254 0.67500
0.17845 0.70000
0.22408 0.72500
0.25739 0.75000
0.33036 0.82500
0.35216 0.85000
0.35015 0.87500
0.34994 0.90000
0.33874 0.92500
0.30059 0.95000
0.27364 0.97500
0.18613 0.99000
压力系数 坐标
1.01652 0.06250
1.01652 0.08750
1.01561 0.11250
1.01784 0.13750
1.01915 0.16250
1.01249 0.18750
1.01925 0.21250
1.01874 0.23750
1.01622 0.26250
1.01925 0.28750
1.01299 0.31250
1.01804 0.33750
1.01884 0.36250
1.01975 0.38750
1.02107 0.41250
1.01622 0.43750
1.01935 0.45250
1.01673 0.46750
1.01561 0.48250
1.02006 0.49750
1.01531 0.51250
1.01642 0.52750
1.00239 0.54250
1.02046 0.55750
1.01461 0.57250
1.01975 0.58750
1.01905 0.60250
1.01804 0.61750
1.01854 0.63250
1.01450 0.64750
1.01673 0.66250
1.01461 0.67750
1.01662 0.69250
1.00704 0.70750
1.01259 0.72250
1.01461 0.73750
1.00078 0.74750
1.01289 0.75750
1.01390 0.76750
1.00683 0.77750
1.01238 0.78750
1.01208 0.79750
1.01784 0.80750
1.01521 0.81750
1.00986 0.82750
1.01047 0.83750
1.01834 0.84750
1.01511 0.85750
1.01077 0.86750
1.01632 0.87750
1.01511 0.88750
1.01208 0.89750
1.01481 0.90750
1.01461 0.91750
1.00926 0.92750
1.01158 0.93750
1.01350 0.94750
1.02399 0.95750
1.01703 0.96750
1.00734 0.97750
0.98180 0.98750
0.92558 0.99750
0.87804 1.00750
0.84069 1.01750
0.85220 1.02750
0.90832 1.03750
0.97029 1.04750
0.99785 1.05750
1.01027 1.06750
1.01107 1.07750
1.01602 1.08750
1.01249 1.09750
1.00804 1.10750
1.00774 1.11750
1.00966 1.12750
1.00895 1.13750
1.01400 1.15250
1.01037 1.16750
1.01077 1.18250
1.00976 1.19750
1.00865 1.21250
1.01158 1.22750
1.01238 1.24250
1.01309 1.25750
1.01380 1.27250
1.01087 1.28750
1.01127 1.30250
1.01481 1.31750
1.01027 1.33250
1.01269 1.34750
1.01289 1.36250
1.00603 1.37750
1.01006 1.39250
1.01158 1.40750
1.01269 1.42250
1.01269 1.43750
1.01178 1.46250
1.01794 1.48750
1.01874 1.51250
1.01299 1.53750
1.01107 1.56250
1.01309 1.58750
1.01784 1.61250
0.99280 1.63750
1.01430 1.66250
1.01895 1.68750
1.00714 1.71250
1.01148 1.73750
1.00804 1.76250
1.01380 1.78750
1.01561 1.81250
压力系数 坐标
0.00363 0.62500
-0.02564 0.93750
-0.04027 1.25000
0.01464 1.56250
