攻角：-4.00
升力系数：0.0549 阻力系数： 0.0073
0.0000 
压力系数 坐标
0.86589 0.00000
0.99753 0.00050
1.00766 0.00125
0.99145 0.00250
0.91449 0.00500
0.85414 0.00750
0.71278 0.01000
0.46529 0.01500
0.41506 0.02500
0.24332 0.05000
-0.08640 0.10000
-0.23141 0.12500
-0.34077 0.15000
-0.43718 0.17500
-0.47120 0.20000
-0.59555 0.22500
-0.71099 0.27500
-0.77945 0.32500
-0.80011 0.35000
-0.79565 0.37500
-0.83372 0.40000
-0.79889 0.42500
-0.76608 0.45000
-0.74502 0.47500
-0.69236 0.50000
-0.64740 0.52500
-0.63444 0.55000
-0.60851 0.57500
-0.59636 0.60000
-0.41247 0.62500
-0.39424 0.65000
-0.36508 0.67500
-0.33227 0.70000
-0.25733 0.75000
-0.18523 0.80000
-0.14675 0.82500
-0.13865 0.85000
-0.08842 0.87500
-0.07546 0.90000
-0.03374 0.92500
-0.00296 0.95000
0.09871 0.99000
压力系数 坐标
0.71764 0.00000
0.38549 0.00050
0.15420 0.00125
-0.06655 0.00250
-0.23667 0.00500
-0.47039 0.00750
-0.60122 0.01000
-0.71788 0.01500
-0.77459 0.02500
-0.79646 0.05000
-0.82076 0.07500
-0.83697 0.12500
-0.84588 0.15000
-0.83210 0.17500
-0.83697 0.20000
-0.85357 0.22500
-0.82643 0.25000
-0.81995 0.27500
-0.77094 0.30000
-0.74056 0.32500
-0.77742 0.35000
-0.70451 0.37500
-0.65348 0.40000
-0.61905 0.42500
-0.60689 0.45000
-0.43110 0.47500
-0.36386 0.50000
-0.27313 0.52500
-0.23060 0.55000
-0.16498 0.57500
-0.09612 0.60000
-0.03010 0.62500
-0.00417 0.65000
0.06266 0.67500
0.12342 0.70000
0.17608 0.72500
0.22185 0.75000
0.29030 0.82500
0.31582 0.85000
0.31299 0.87500
0.32149 0.90000
0.31380 0.92500
0.27086 0.95000
0.25344 0.97500
0.17608 0.99000
压力系数 坐标
1.00401 0.06250
1.01414 0.08750
1.00766 0.11250
1.02224 0.13750
1.01171 0.16250
1.00198 0.18750
1.02548 0.21250
1.01981 0.23750
1.02143 0.26250
1.02467 0.28750
1.00685 0.31250
1.01576 0.33750
1.01900 0.36250
1.02183 0.38750
1.02872 0.41250
1.01576 0.43750
1.02305 0.45250
1.01738 0.46750
1.02143 0.48250
1.02264 0.49750
1.01171 0.51250
1.01373 0.52750
0.96188 0.54250
1.03601 0.55750
1.01697 0.57250
1.02183 0.58750
1.01859 0.60250
1.02386 0.61750
1.01940 0.63250
1.00928 0.64750
1.02264 0.66250
1.01171 0.67750
1.01900 0.69250
0.99429 0.70750
1.00482 0.72250
1.01292 0.73750
0.96148 0.74750
1.00725 0.75750
1.00482 0.76750
0.99307 0.77750
1.00968 0.78750
1.00239 0.79750
1.02912 0.80750
1.02507 0.81750
0.99591 0.82750
1.00401 0.83750
1.02386 0.84750
1.01576 0.85750
1.00685 0.86750
1.01049 0.87750
1.02062 0.88750
1.00887 0.89750
1.01454 0.90750
1.00847 0.91750
0.99834 0.92750
1.00482 0.93750
1.01171 0.94750
1.05302 0.95750
1.02507 0.96750
1.01090 0.97750
1.00887 0.98750
0.99226 0.99750
1.01778 1.00750
1.01738 1.01750
1.00279 1.02750
0.97444 1.03750
0.95419 1.04750
0.88128 1.05750
0.83875 1.06750
0.82619 1.07750
0.87642 1.08750
0.92624 1.09750
0.96107 1.10750
0.99469 1.11750
1.01252 1.12750
1.01049 1.13750
1.02386 1.15250
1.00401 1.16750
1.01211 1.18250
1.00077 1.19750
1.00077 1.21250
1.01211 1.22750
1.01333 1.24250
1.01738 1.25750
1.01900 1.27250
1.00523 1.28750
1.01697 1.30250
1.01373 1.31750
1.01090 1.33250
1.01657 1.34750
1.01819 1.36250
0.99631 1.37750
1.01292 1.39250
1.01535 1.40750
1.00482 1.42250
1.02102 1.43750
1.00360 1.46250
1.02426 1.48750
1.02831 1.51250
1.00158 1.53750
1.00036 1.56250
1.00725 1.58750
1.02426 1.61250
0.97363 1.63750
1.01333 1.66250
1.02669 1.68750
0.99550 1.71250
1.01009 1.73750
0.99874 1.76250
1.01252 1.78750
1.02345 1.81250
压力系数 坐标
-0.01551 0.62500
-0.03536 0.93750
-0.04022 1.25000
0.02297 1.56250
