攻角：-4.00
升力系数：0.0559 阻力系数： 0.0085
0.0000 
压力系数 坐标
0.86808 0.00000
0.99988 0.00050
1.00796 0.00125
0.99220 0.00250
0.91336 0.00500
0.85312 0.00750
0.70959 0.01000
0.46418 0.01500
0.41485 0.02500
0.24424 0.05000
-0.08810 0.10000
-0.23243 0.12500
-0.33634 0.15000
-0.43863 0.17500
-0.47016 0.20000
-0.59145 0.22500
-0.71113 0.27500
-0.77703 0.32500
-0.80007 0.35000
-0.80412 0.37500
-0.82595 0.40000
-0.79643 0.42500
-0.76207 0.45000
-0.73983 0.47500
-0.69455 0.50000
-0.64684 0.52500
-0.62946 0.55000
-0.60722 0.57500
-0.59145 0.60000
-0.41316 0.62500
-0.39254 0.65000
-0.36302 0.67500
-0.32461 0.70000
-0.25427 0.75000
-0.18351 0.80000
-0.14753 0.82500
-0.13864 0.85000
-0.08608 0.87500
-0.07152 0.90000
-0.03230 0.92500
-0.00158 0.95000
0.10597 0.99000
压力系数 坐标
0.72131 0.00000
0.38979 0.00050
0.16257 0.00125
-0.06060 0.00250
-0.22839 0.00500
-0.46329 0.00750
-0.59388 0.01000
-0.71153 0.01500
-0.77015 0.02500
-0.79077 0.05000
-0.81503 0.07500
-0.83201 0.12500
-0.83969 0.15000
-0.82837 0.17500
-0.82999 0.20000
-0.84980 0.22500
-0.82231 0.25000
-0.81341 0.27500
-0.76813 0.30000
-0.73660 0.32500
-0.77541 0.35000
-0.70223 0.37500
-0.65008 0.40000
-0.61450 0.42500
-0.60520 0.45000
-0.43014 0.47500
-0.35898 0.50000
-0.27084 0.52500
-0.22920 0.55000
-0.16087 0.57500
-0.09093 0.60000
-0.03109 0.62500
-0.00400 0.65000
0.06473 0.67500
0.12457 0.70000
0.18117 0.72500
0.21836 0.75000
0.29114 0.82500
0.31944 0.85000
0.31054 0.87500
0.32348 0.90000
0.31337 0.92500
0.27092 0.95000
0.25556 0.97500
0.17591 0.99000
压力系数 坐标
1.00554 0.06250
1.00999 0.08750
1.00837 0.11250
1.02373 0.13750
1.01079 0.16250
1.00392 0.18750
1.02656 0.21250
1.01484 0.23750
1.01120 0.26250
1.01848 0.28750
1.00433 0.31250
1.01443 0.33750
1.02171 0.36250
1.02333 0.38750
1.02373 0.41250
1.01241 0.43750
1.01726 0.45250
1.00958 0.46750
1.01403 0.48250
1.02373 0.49750
1.00069 0.51250
1.00352 0.52750
0.96349 0.54250
1.02778 0.55750
1.01969 0.57250
1.02292 0.58750
1.01322 0.60250
1.02292 0.61750
1.01888 0.63250
1.00594 0.64750
1.02009 0.66250
1.00716 0.67750
1.01929 0.69250
0.99139 0.70750
1.00635 0.72250
1.00918 0.73750
0.95985 0.74750
1.00513 0.75750
1.00513 0.76750
0.99867 0.77750
1.00635 0.78750
1.00554 0.79750
1.02535 0.80750
1.02131 0.81750
0.99220 0.82750
1.00392 0.83750
1.01929 0.84750
1.00150 0.85750
1.00958 0.86750
1.00837 0.87750
1.01807 0.88750
1.01079 0.89750
1.01160 0.90750
1.01120 0.91750
0.99301 0.92750
1.00877 0.93750
1.00958 0.94750
1.04880 0.95750
1.02333 0.96750
1.00958 0.97750
1.00877 0.98750
0.98896 0.99750
1.01929 1.00750
1.01646 1.01750
1.00352 1.02750
0.97602 1.03750
0.95298 1.04750
0.88546 1.05750
0.83411 1.06750
0.82926 1.07750
0.87859 1.08750
0.92953 1.09750
0.95864 1.10750
0.99381 1.11750
1.00635 1.12750
0.99947 1.13750
1.01929 1.15250
1.00918 1.16750
1.01201 1.18250
0.99462 1.19750
0.99745 1.21250
1.01079 1.22750
1.01484 1.24250
1.00958 1.25750
1.01929 1.27250
1.00150 1.28750
1.01241 1.30250
1.01160 1.31750
1.01201 1.33250
1.00958 1.34750
1.01443 1.36250
0.99867 1.37750
1.00675 1.39250
1.01322 1.40750
1.00877 1.42250
1.01322 1.43750
1.00675 1.46250
1.02171 1.48750
1.02333 1.51250
0.99907 1.53750
0.99786 1.56250
1.00513 1.58750
1.02454 1.61250
0.96956 1.63750
1.00958 1.66250
1.02778 1.68750
0.99988 1.71250
1.01079 1.73750
0.99503 1.76250
1.01605 1.78750
1.02737 1.81250
压力系数 坐标
-0.01654 0.62500
-0.03190 0.93750
-0.03837 1.25000
0.02389 1.56250
