攻角：-8.00
升力系数：-0.4429 阻力系数： 0.0079
0.0000 
压力系数 坐标
-0.08689 0.00000
0.39559 0.00050
0.64672 0.00125
0.84012 0.00250
0.97658 0.00500
1.01090 0.00750
1.01332 0.01000
0.82558 0.01500
0.87807 0.02500
0.73676 0.05000
0.39882 0.10000
0.23369 0.12500
0.10610 0.15000
-0.00977 0.17500
-0.09738 0.20000
-0.19469 0.22500
-0.34407 0.27500
-0.44905 0.32500
-0.48175 0.35000
-0.49992 0.37500
-0.55079 0.40000
-0.53787 0.42500
-0.52213 0.45000
-0.51930 0.47500
-0.48861 0.50000
-0.45026 0.52500
-0.42361 0.55000
-0.39333 0.57500
-0.37032 0.60000
-0.36426 0.62500
-0.33600 0.65000
-0.30895 0.67500
-0.22699 0.70000
-0.16198 0.75000
-0.11313 0.80000
-0.08527 0.82500
-0.08729 0.85000
-0.04409 0.87500
-0.03440 0.90000
-0.00694 0.92500
0.01365 0.95000
0.11297 0.99000
压力系数 坐标
-0.42078 0.00000
-1.05346 0.00050
-1.34698 0.00125
-1.60942 0.00250
-1.79029 0.00500
-2.01599 0.00750
-2.06040 0.01000
-1.94654 0.01500
-1.86458 0.02500
-1.71681 0.05000
-1.58398 0.07500
-1.41198 0.12500
-1.36353 0.15000
-1.30176 0.17500
-1.27915 0.20000
-1.26340 0.22500
-1.21051 0.25000
-1.15036 0.27500
-1.04982 0.30000
-0.99209 0.32500
-1.04175 0.35000
-0.92305 0.37500
-0.82695 0.40000
-0.75832 0.42500
-0.69372 0.45000
-0.62306 0.47500
-0.52051 0.50000
-0.40665 0.52500
-0.34327 0.55000
-0.25888 0.57500
-0.17854 0.60000
-0.11797 0.62500
-0.07962 0.65000
-0.00735 0.67500
0.04797 0.70000
0.09359 0.72500
0.13073 0.75000
0.18887 0.82500
0.21471 0.85000
0.22319 0.87500
0.23732 0.90000
0.24338 0.92500
0.22238 0.95000
0.22682 0.97500
0.18403 0.99000
压力系数 坐标
1.01413 0.06250
1.01292 0.08750
1.00807 0.11250
1.02544 0.13750
1.01332 0.16250
1.00323 0.18750
1.01978 0.21250
1.01615 0.23750
1.01130 0.26250
1.01696 0.28750
1.00888 0.31250
1.01776 0.33750
1.01696 0.36250
1.02503 0.38750
1.02261 0.41250
1.01292 0.43750
1.02059 0.45250
1.01575 0.46750
1.01211 0.48250
1.02382 0.49750
1.00807 0.51250
1.01413 0.52750
0.95761 0.54250
1.02503 0.55750
1.01413 0.57250
1.01373 0.58750
1.01534 0.60250
1.02544 0.61750
1.02301 0.63250
1.01211 0.64750
1.02140 0.66250
1.01453 0.67750
1.01736 0.69250
0.99193 0.70750
1.01211 0.72250
1.01413 0.73750
0.96366 0.74750
1.01090 0.75750
1.00727 0.76750
0.99193 0.77750
1.00969 0.78750
1.00404 0.79750
1.02705 0.80750
1.02180 0.81750
0.99273 0.82750
1.01009 0.83750
1.02221 0.84750
1.00807 0.85750
1.01009 0.86750
1.00767 0.87750
1.01898 0.88750
1.00929 0.89750
1.01615 0.90750
1.01332 0.91750
1.00040 0.92750
1.00727 0.93750
1.00888 0.94750
1.04845 0.95750
1.02463 0.96750
1.00363 0.97750
1.01615 0.98750
0.99475 0.99750
1.01575 1.00750
1.01494 1.01750
1.00606 1.02750
1.00081 1.03750
1.01615 1.04750
1.00606 1.05750
1.01009 1.06750
1.01009 1.07750
1.01696 1.08750
0.98547 1.09750
0.93217 1.10750
0.90593 1.11750
0.87443 1.12750
0.84738 1.13750
0.85788 1.15250
0.89704 1.16750
0.95478 1.18250
0.98991 1.19750
0.99798 1.21250
1.01171 1.22750
1.01413 1.24250
1.01252 1.25750
1.02786 1.27250
1.00202 1.28750
1.01696 1.30250
1.01494 1.31750
1.00969 1.33250
1.01696 1.34750
1.01615 1.36250
0.99314 1.37750
1.01050 1.39250
1.01373 1.40750
1.00848 1.42250
1.01292 1.43750
1.00969 1.46250
1.02140 1.48750
1.02382 1.51250
1.00283 1.53750
1.00363 1.56250
1.00283 1.58750
1.02140 1.61250
0.97618 1.63750
1.00888 1.66250
1.01938 1.68750
0.99839 1.71250
1.00969 1.73750
0.99435 1.76250
1.01130 1.78750
1.02180 1.81250
压力系数 坐标
-0.03077 0.62500
-0.04611 0.93750
-0.04409 1.25000
0.03141 1.56250
