攻角：-2.00
升力系数：0.3062 阻力系数： 0.0075
0.0000 
压力系数 坐标
1.01331 0.00000
0.99405 0.00050
0.92701 0.00125
0.83003 0.00250
0.64766 0.00500
0.55220 0.00750
0.36952 0.01000
0.24422 0.01500
0.06124 0.02500
-0.09663 0.05000
-0.38616 0.10000
-0.49776 0.12500
-0.59151 0.15000
-0.68537 0.17500
-0.70744 0.20000
-0.81652 0.22500
-0.91169 0.27500
-0.95947 0.32500
-0.97943 0.35000
-0.96169 0.37500
-0.97147 0.40000
-0.94465 0.42500
-0.90635 0.45000
-0.87237 0.47500
-0.82953 0.50000
-0.79001 0.52500
-0.68436 0.55000
-0.60079 0.57500
-0.56712 0.60000
-0.50693 0.62500
-0.48294 0.65000
-0.43324 0.67500
-0.38485 0.70000
-0.29996 0.75000
-0.22032 0.80000
-0.18222 0.82500
-0.15157 0.85000
-0.11094 0.87500
-0.08685 0.90000
-0.04380 0.92500
-0.00418 0.95000
0.11366 0.99000
压力系数 坐标
0.96451 0.00000
0.79082 0.00050
0.63053 0.00125
0.45451 0.00250
0.30874 0.00500
0.10217 0.00750
-0.03221 0.01000
-0.22325 0.01500
-0.31902 0.02500
-0.40309 0.05000
-0.48727 0.07500
-0.57367 0.12500
-0.60018 0.15000
-0.62327 0.17500
-0.63516 0.20000
-0.66672 0.22500
-0.67912 0.25000
-0.66037 0.27500
-0.62246 0.30000
-0.60230 0.32500
-0.61692 0.35000
-0.57296 0.37500
-0.53274 0.40000
-0.50370 0.42500
-0.44029 0.45000
-0.35965 0.47500
-0.30793 0.50000
-0.22718 0.52500
-0.17072 0.55000
-0.11387 0.57500
-0.05348 0.60000
0.00862 0.62500
0.05409 0.65000
0.10580 0.67500
0.16185 0.70000
0.20762 0.72500
0.24240 0.75000
0.31781 0.82500
0.33958 0.85000
0.33989 0.87500
0.34130 0.90000
0.33142 0.92500
0.29644 0.95000
0.27123 0.97500
0.19058 0.99000
压力系数 坐标
1.01583 0.06250
1.01532 0.08750
1.01542 0.11250
1.01573 0.13750
1.01704 0.16250
1.01190 0.18750
1.01936 0.21250
1.01694 0.23750
1.01643 0.26250
1.01774 0.28750
1.01260 0.31250
1.01845 0.33750
1.01764 0.36250
1.01815 0.38750
1.01936 0.41250
1.01583 0.43750
1.01744 0.45250
1.01673 0.46750
1.01452 0.48250
1.01956 0.49750
1.01391 0.51250
1.01633 0.52750
1.00212 0.54250
1.02087 0.55750
1.01432 0.57250
1.01895 0.58750
1.01815 0.60250
1.01684 0.61750
1.01855 0.63250
1.01472 0.64750
1.01623 0.66250
1.01421 0.67750
1.01714 0.69250
1.00635 0.70750
1.01381 0.72250
1.01321 0.73750
1.00030 0.74750
1.01169 0.75750
1.01371 0.76750
1.00696 0.77750
1.01179 0.78750
1.01149 0.79750
1.01966 0.80750
1.01643 0.81750
1.00968 0.82750
1.01179 0.83750
1.01885 0.84750
1.01532 0.85750
1.01099 0.86750
1.01492 0.87750
1.01613 0.88750
1.01159 0.89750
1.01351 0.90750
1.01442 0.91750
1.00948 0.92750
1.01169 0.93750
1.01280 0.94750
1.02480 0.95750
1.01663 0.96750
1.01018 0.97750
1.01250 0.98750
1.00393 0.99750
0.99294 1.00750
0.93548 1.01750
0.86380 1.02750
0.83185 1.03750
0.85866 1.04750
0.91068 1.05750
0.97258 1.06750
1.00121 1.07750
1.01552 1.08750
1.01200 1.09750
1.00786 1.10750
1.00696 1.11750
1.00938 1.12750
1.00897 1.13750
1.01361 1.15250
1.01139 1.16750
1.01099 1.18250
1.00887 1.19750
1.00917 1.21250
1.01179 1.22750
1.01129 1.24250
1.01371 1.25750
1.01250 1.27250
1.00968 1.28750
1.01129 1.30250
1.01401 1.31750
1.01169 1.33250
1.01210 1.34750
1.01200 1.36250
1.00675 1.37750
1.01240 1.39250
1.01119 1.40750
1.01129 1.42250
1.01290 1.43750
1.01099 1.46250
1.01855 1.48750
1.01815 1.51250
1.01290 1.53750
1.01210 1.56250
1.01169 1.58750
1.01744 1.61250
0.99314 1.63750
1.01583 1.66250
1.01986 1.68750
1.00786 1.71250
1.01270 1.73750
1.00867 1.76250
1.01442 1.78750
1.01603 1.81250
压力系数 坐标
0.00005 0.62500
-0.02838 0.93750
-0.03836 1.25000
0.01739 1.56250
