攻角：-5.00
升力系数：-0.0705 阻力系数： 0.0078
0.0000 
压力系数 坐标
0.70972 0.00000
0.92756 0.00050
0.98951 0.00125
1.01502 0.00250
0.98425 0.00500
0.94538 0.00750
0.83281 0.01000
0.59513 0.01500
0.56072 0.02500
0.39025 0.05000
0.04729 0.10000
-0.10252 0.12500
-0.21873 0.15000
-0.32401 0.17500
-0.37381 0.20000
-0.48799 0.22500
-0.61635 0.27500
-0.69450 0.32500
-0.71798 0.35000
-0.72001 0.37500
-0.75766 0.40000
-0.73013 0.42500
-0.70422 0.45000
-0.68640 0.47500
-0.64064 0.50000
-0.59570 0.52500
-0.57222 0.55000
-0.54509 0.57500
-0.53334 0.60000
-0.43657 0.62500
-0.35559 0.65000
-0.33211 0.67500
-0.30093 0.70000
-0.23412 0.75000
-0.16812 0.80000
-0.13492 0.82500
-0.12601 0.85000
-0.07823 0.87500
-0.06446 0.90000
-0.02680 0.92500
0.00356 0.95000
0.11086 0.99000
压力系数 坐标
0.51375 0.00000
0.09831 0.00050
-0.15516 0.00125
-0.39163 0.00250
-0.56817 0.00500
-0.80828 0.00750
-0.92327 0.01000
-0.99453 0.01500
-1.02652 0.02500
-1.00992 0.05000
-0.99737 0.07500
-0.97712 0.12500
-0.97388 0.15000
-0.94594 0.17500
-0.94109 0.20000
-0.95647 0.22500
-0.92044 0.25000
-0.90181 0.27500
-0.85120 0.30000
-0.81314 0.32500
-0.84512 0.35000
-0.77548 0.37500
-0.72082 0.40000
-0.68721 0.42500
-0.54752 0.45000
-0.47585 0.47500
-0.41106 0.50000
-0.31388 0.52500
-0.26327 0.55000
-0.18998 0.57500
-0.11588 0.60000
-0.06001 0.62500
-0.02438 0.65000
0.04567 0.67500
0.10722 0.70000
0.16310 0.72500
0.20723 0.75000
0.27728 0.82500
0.30400 0.85000
0.30481 0.87500
0.31008 0.90000
0.30158 0.92500
0.26189 0.95000
0.25096 0.97500
0.17646 0.99000
压力系数 坐标
1.01016 0.06250
1.01502 0.08750
1.00814 0.11250
1.02555 0.13750
1.00611 0.16250
1.00126 0.18750
1.01705 0.21250
1.01907 0.23750
1.00935 0.26250
1.02231 0.28750
1.00692 0.31250
1.01948 0.33750
1.01745 0.36250
1.02191 0.38750
1.02312 0.41250
1.01340 0.43750
1.01705 0.45250
1.01543 0.46750
1.00449 0.48250
1.02595 0.49750
1.00814 0.51250
1.01421 0.52750
0.96319 0.54250
1.02798 0.55750
1.01381 0.57250
1.02272 0.58750
1.01543 0.60250
1.02393 0.61750
1.01948 0.63250
1.00895 0.64750
1.02353 0.66250
1.00895 0.67750
1.01421 0.69250
0.99721 0.70750
1.01097 0.72250
1.01219 0.73750
0.96117 0.74750
1.00611 0.75750
1.00530 0.76750
0.99437 0.77750
1.01016 0.78750
1.00692 0.79750
1.02474 0.80750
1.02353 0.81750
0.99802 0.82750
0.99397 0.83750
1.02191 0.84750
1.00571 0.85750
1.01097 0.86750
1.01259 0.87750
1.01826 0.88750
1.00773 0.89750
1.01543 0.90750
1.01462 0.91750
0.99599 0.92750
1.00692 0.93750
1.00935 0.94750
1.05065 0.95750
1.02798 0.96750
1.00652 0.97750
1.01705 0.98750
0.99964 0.99750
1.01583 1.00750
1.01948 1.01750
1.00571 1.02750
0.99802 1.03750
1.00976 1.04750
0.97291 1.05750
0.93283 1.06750
0.87411 1.07750
0.85103 1.08750
0.82836 1.09750
0.85387 1.10750
0.92432 1.11750
0.97777 1.12750
1.00368 1.13750
1.02798 1.15250
1.00611 1.16750
1.01259 1.18250
0.99680 1.19750
0.99964 1.21250
1.01300 1.22750
1.01421 1.24250
1.01867 1.25750
1.01705 1.27250
1.00976 1.28750
1.01340 1.30250
1.01502 1.31750
1.00976 1.33250
1.00773 1.34750
1.01381 1.36250
1.00854 1.37750
1.01259 1.39250
1.01745 1.40750
1.01259 1.42250
1.01624 1.43750
1.00490 1.46250
1.02029 1.48750
1.02393 1.51250
1.00206 1.53750
1.00045 1.56250
1.00490 1.58750
1.02595 1.61250
0.97575 1.63750
1.01583 1.66250
1.02676 1.68750
1.00004 1.71250
1.01300 1.73750
0.99518 1.76250
1.01502 1.78750
1.02595 1.81250
压力系数 坐标
-0.02114 0.62500
-0.03247 0.93750
-0.04057 1.25000
0.02624 1.56250
