攻角：-2.00
升力系数：0.3049 阻力系数： 0.0082
0.0000 
压力系数 坐标
1.01737 0.00000
0.99838 0.00050
0.92162 0.00125
0.82828 0.00250
0.65616 0.00500
0.56485 0.00750
0.37737 0.01000
0.12970 0.01500
0.06667 0.02500
-0.09333 0.05000
-0.37697 0.10000
-0.49616 0.12500
-0.58707 0.15000
-0.67354 0.17500
-0.67838 0.20000
-0.80485 0.22500
-0.90303 0.27500
-0.94667 0.32500
-0.95798 0.35000
-0.94505 0.37500
-0.97051 0.40000
-0.92808 0.42500
-0.88283 0.45000
-0.85253 0.47500
-0.79919 0.50000
-0.76000 0.52500
-0.75071 0.55000
-0.73374 0.57500
-0.52000 0.60000
-0.47677 0.62500
-0.46263 0.65000
-0.42182 0.67500
-0.37778 0.70000
-0.29253 0.75000
-0.21051 0.80000
-0.17212 0.82500
-0.15838 0.85000
-0.10303 0.87500
-0.08202 0.90000
-0.04081 0.92500
-0.00687 0.95000
0.11152 0.99000
压力系数 坐标
0.97657 0.00000
0.80444 0.00050
0.63758 0.00125
0.46263 0.00250
0.32485 0.00500
0.10990 0.00750
-0.03232 0.01000
-0.21051 0.01500
-0.31636 0.02500
-0.38990 0.05000
-0.47515 0.07500
-0.56687 0.12500
-0.59394 0.15000
-0.60525 0.17500
-0.61980 0.20000
-0.65495 0.22500
-0.64000 0.25000
-0.64485 0.27500
-0.61374 0.30000
-0.59192 0.32500
-0.63879 0.35000
-0.57333 0.37500
-0.51838 0.40000
-0.48283 0.42500
-0.46949 0.45000
-0.45455 0.47500
-0.28283 0.50000
-0.17657 0.52500
-0.15677 0.55000
-0.09131 0.57500
-0.04081 0.60000
0.01374 0.62500
0.03677 0.65000
0.10222 0.67500
0.16323 0.70000
0.20646 0.72500
0.24970 0.75000
0.31515 0.82500
0.34263 0.85000
0.33818 0.87500
0.34061 0.90000
0.33333 0.92500
0.28485 0.95000
0.26505 0.97500
0.17333 0.99000
压力系数 坐标
1.00808 0.06250
1.01333 0.08750
1.00768 0.11250
1.02424 0.13750
1.01253 0.16250
1.00283 0.18750
1.02222 0.21250
1.01980 0.23750
1.01576 0.26250
1.02343 0.28750
1.00970 0.31250
1.01859 0.33750
1.01778 0.36250
1.02545 0.38750
1.02384 0.41250
1.01818 0.43750
1.02263 0.45250
1.01414 0.46750
1.01131 0.48250
1.02343 0.49750
1.01172 0.51250
1.01576 0.52750
0.96242 0.54250
1.02747 0.55750
1.01576 0.57250
1.02747 0.58750
1.02101 0.60250
1.02707 0.61750
1.02141 0.63250
1.01172 0.64750
1.02061 0.66250
1.01253 0.67750
1.01778 0.69250
0.98909 0.70750
1.01051 0.72250
1.00646 0.73750
0.96162 0.74750
1.00566 0.75750
1.00848 0.76750
0.99717 0.77750
1.01172 0.78750
1.00646 0.79750
1.02869 0.80750
1.02788 0.81750
0.99838 0.82750
1.00364 0.83750
1.02303 0.84750
1.01131 0.85750
1.01010 0.86750
1.01091 0.87750
1.01616 0.88750
1.00525 0.89750
1.01899 0.90750
1.01657 0.91750
1.00323 0.92750
1.01293 0.93750
1.01293 0.94750
1.05172 0.95750
1.02586 0.96750
1.01131 0.97750
1.01051 0.98750
0.99071 0.99750
0.96889 1.00750
0.91111 1.01750
0.84121 1.02750
0.81091 1.03750
0.85414 1.04750
0.90707 1.05750
0.97131 1.06750
0.99475 1.07750
1.03273 1.08750
1.01253 1.09750
0.98869 1.10750
1.00000 1.11750
1.00848 1.12750
1.00687 1.13750
1.02586 1.15250
1.00808 1.16750
1.01091 1.18250
0.99960 1.19750
1.00081 1.21250
1.01333 1.22750
1.00929 1.24250
1.01657 1.25750
1.01697 1.27250
1.00646 1.28750
1.01616 1.30250
1.01535 1.31750
1.01293 1.33250
1.01980 1.34750
1.01737 1.36250
0.99717 1.37750
1.01293 1.39250
1.01576 1.40750
1.01455 1.42250
1.00566 1.43750
1.00566 1.46250
1.02182 1.48750
1.02586 1.51250
1.00323 1.53750
1.01253 1.56250
1.00970 1.58750
1.02343 1.61250
0.97697 1.63750
1.01374 1.66250
1.03556 1.68750
1.00485 1.71250
1.01212 1.73750
0.99960 1.76250
1.01414 1.78750
1.02303 1.81250
压力系数 坐标
-0.00768 0.62500
-0.02707 0.93750
-0.04364 1.25000
0.02222 1.56250
