攻角：-3.00
升力系数：0.1811 阻力系数： 0.0061
0.0000 
压力系数 坐标
0.97291 0.00000
1.02352 0.00050
0.98789 0.00125
0.93040 0.00250
0.80449 0.00500
0.72514 0.00750
0.55672 0.01000
0.30773 0.01500
0.24862 0.02500
0.07696 0.05000
-0.23397 0.10000
-0.36636 0.12500
-0.46798 0.15000
-0.56555 0.17500
-0.58093 0.20000
-0.70644 0.22500
-0.81534 0.27500
-0.87081 0.32500
-0.88943 0.35000
-0.87850 0.37500
-0.91008 0.40000
-0.87648 0.42500
-0.83397 0.45000
-0.80725 0.47500
-0.75502 0.50000
-0.71130 0.52500
-0.69996 0.55000
-0.67810 0.57500
-0.56109 0.60000
-0.44571 0.62500
-0.43559 0.65000
-0.40036 0.67500
-0.35947 0.70000
-0.28174 0.75000
-0.20441 0.80000
-0.16474 0.82500
-0.15664 0.85000
-0.09834 0.87500
-0.08296 0.90000
-0.04287 0.92500
-0.00968 0.95000
0.10490 0.99000
压力系数 坐标
0.87413 0.00000
0.62190 0.00050
0.42069 0.00125
0.21462 0.00250
0.05955 0.00500
-0.16271 0.00750
-0.30806 0.01000
-0.45826 0.01500
-0.54368 0.02500
-0.59227 0.05000
-0.64733 0.07500
-0.70441 0.12500
-0.72304 0.15000
-0.72506 0.17500
-0.73194 0.20000
-0.75785 0.22500
-0.74409 0.25000
-0.73154 0.27500
-0.69672 0.30000
-0.66879 0.32500
-0.71372 0.35000
-0.64247 0.37500
-0.58984 0.40000
-0.55623 0.42500
-0.54287 0.45000
-0.48700 0.47500
-0.31413 0.50000
-0.23356 0.52500
-0.19794 0.55000
-0.13802 0.57500
-0.07081 0.60000
-0.01696 0.62500
0.01340 0.65000
0.07858 0.67500
0.14012 0.70000
0.18951 0.72500
0.22879 0.75000
0.29883 0.82500
0.32798 0.85000
0.32352 0.87500
0.32717 0.90000
0.32069 0.92500
0.27696 0.95000
0.25551 0.97500
0.17130 0.99000
压力系数 坐标
1.00935 0.06250
1.01462 0.08750
1.00976 0.11250
1.02879 0.13750
1.01259 0.16250
1.00328 0.18750
1.02150 0.21250
1.01907 0.23750
1.01502 0.26250
1.02433 0.28750
1.00166 0.31250
1.02109 0.33750
1.01826 0.36250
1.02919 0.38750
1.02312 0.41250
1.01866 0.43750
1.02352 0.45250
1.01826 0.46750
1.01300 0.48250
1.02474 0.49750
1.01340 0.51250
1.01745 0.52750
0.96522 0.54250
1.03648 0.55750
1.01543 0.57250
1.02757 0.58750
1.01866 0.60250
1.02190 0.61750
1.02514 0.63250
1.01057 0.64750
1.02352 0.66250
1.01259 0.67750
1.01907 0.69250
0.99478 0.70750
1.01097 0.72250
1.01340 0.73750
0.96279 0.74750
1.00935 0.75750
1.01219 0.76750
0.99397 0.77750
1.01583 0.78750
1.00733 0.79750
1.03000 0.80750
1.02352 0.81750
1.00206 0.82750
1.00895 0.83750
1.02271 0.84750
1.01623 0.85750
1.00530 0.86750
1.01219 0.87750
1.02271 0.88750
1.01259 0.89750
1.01785 0.90750
1.01583 0.91750
1.00206 0.92750
1.00895 0.93750
1.00976 0.94750
1.05146 0.95750
1.02757 0.96750
1.00976 0.97750
1.01421 0.98750
1.00287 0.99750
1.01623 1.00750
0.99761 1.01750
0.94336 1.02750
0.87291 1.03750
0.84943 1.04750
0.81704 1.05750
0.86765 1.06750
0.91785 1.07750
0.98830 1.08750
1.00814 1.09750
0.99599 1.10750
1.00287 1.11750
1.01016 1.12750
1.00733 1.13750
1.02514 1.15250
1.01138 1.16750
1.01219 1.18250
1.00004 1.19750
1.00449 1.21250
1.01097 1.22750
1.01866 1.24250
1.01300 1.25750
1.02879 1.27250
1.00328 1.28750
1.01340 1.30250
1.01907 1.31750
1.01381 1.33250
1.01826 1.34750
1.01745 1.36250
1.00166 1.37750
1.01219 1.39250
1.01907 1.40750
1.01219 1.42250
1.01704 1.43750
1.01016 1.46250
1.02352 1.48750
1.02433 1.51250
1.00571 1.53750
1.00571 1.56250
1.00611 1.58750
1.02352 1.61250
0.97575 1.63750
1.01462 1.66250
1.02879 1.68750
1.00247 1.71250
1.01300 1.73750
0.99478 1.76250
1.01502 1.78750
1.02150 1.81250
压力系数 坐标
-0.01372 0.62500
-0.02951 0.93750
-0.04530 1.25000
0.01340 1.56250
