 
 
 
攻角：-2.00
升力系数：0.3050 阻力系数： 0.0049
 
0.0000 
 
 
压力系数 坐标
1.01943 0.00000
0.99721 0.00050
0.92127 0.00125
0.82836 0.00250
0.65385 0.00500
0.55892 0.00750
0.37350 0.01000
0.12587 0.01500
0.06609 0.02500
-0.09469 0.05000
-0.37625 0.10000
-0.49945 0.12500
-0.58833 0.15000
-0.67922 0.17500
-0.67720 0.20000
-0.80848 0.22500
-0.90261 0.27500
-0.95027 0.32500
-0.96239 0.35000
-0.94664 0.37500
-0.97087 0.40000
-0.92684 0.42500
-0.88726 0.45000
-0.85171 0.47500
-0.80162 0.50000
-0.76364 0.52500
-0.75395 0.55000
-0.74385 0.57500
-0.52329 0.60000
-0.47804 0.62500
-0.46431 0.65000
-0.42472 0.67500
-0.37827 0.70000
-0.29465 0.75000
-0.21264 0.80000
-0.17386 0.82500
-0.15932 0.85000
-0.10317 0.87500
-0.08540 0.90000
-0.04419 0.92500
-0.00986 0.95000
0.11295 0.99000
 
 
压力系数 坐标
0.97863 0.00000
0.80452 0.00050
0.63809 0.00125
0.46076 0.00250
0.32018 0.00500
0.11254 0.00750
-0.03329 0.01000
-0.20941 0.01500
-0.31485 0.02500
-0.39200 0.05000
-0.47764 0.07500
-0.56651 0.12500
-0.59721 0.15000
-0.60893 0.17500
-0.62266 0.20000
-0.65821 0.22500
-0.64448 0.25000
-0.64811 0.27500
-0.61176 0.30000
-0.59277 0.32500
-0.64326 0.35000
-0.57378 0.37500
-0.51965 0.40000
-0.48289 0.42500
-0.46956 0.45000
-0.45744 0.47500
-0.28616 0.50000
-0.18477 0.52500
-0.16053 0.55000
-0.10156 0.57500
-0.04137 0.60000
0.00994 0.62500
0.03700 0.65000
0.10083 0.67500
0.15738 0.70000
0.21192 0.72500
0.25029 0.75000
0.31412 0.82500
0.34361 0.85000
0.33593 0.87500
0.33997 0.90000
0.32906 0.92500
0.28382 0.95000
0.26403 0.97500
0.16950 0.99000
 
 
压力系数 坐标
1.01499 0.06250
1.01539 0.08750
1.00489 0.11250
1.02630 0.13750
1.01176 0.16250
1.00610 0.18750
1.01337 0.21250
1.01458 0.23750
1.01701 0.26250
1.02145 0.28750
1.01458 0.31250
1.02428 0.33750
1.01822 0.36250
1.02993 0.38750
1.02347 0.41250
1.01377 0.43750
1.02307 0.45250
1.01701 0.46750
1.01741 0.48250
1.02468 0.49750
1.01216 0.51250
1.01337 0.52750
0.96409 0.54250
1.03518 0.55750
1.01781 0.57250
1.02266 0.58750
1.01903 0.60250
1.02428 0.61750
1.02832 0.63250
1.01216 0.64750
1.02024 0.66250
1.01176 0.67750
1.01741 0.69250
0.99681 0.70750
1.01377 0.72250
1.01216 0.73750
0.96086 0.74750
1.00933 0.75750
1.00812 0.76750
0.99802 0.77750
1.01095 0.78750
1.00731 0.79750
1.03074 0.80750
1.02711 0.81750
1.00085 0.82750
1.00852 0.83750
1.02347 0.84750
1.00933 0.85750
1.01176 0.86750
1.01458 0.87750
1.02064 0.88750
1.01297 0.89750
1.01458 0.90750
1.01337 0.91750
1.00125 0.92750
1.00852 0.93750
1.01054 0.94750
1.05256 0.95750
1.02953 0.96750
1.01337 0.97750
1.01701 0.98750
0.98873 0.99750
0.96651 1.00750
0.90430 1.01750
0.83926 1.02750
0.80978 1.03750
0.85663 1.04750
0.89784 1.05750
0.96368 1.06750
1.00246 1.07750
1.02711 1.08750
1.01377 1.09750
0.99519 1.10750
1.00085 1.11750
1.00933 1.12750
1.00933 1.13750
1.01822 1.15250
1.01256 1.16750
1.01256 1.18250
1.00246 1.19750
1.00206 1.21250
1.01983 1.22750
1.01660 1.24250
1.01539 1.25750
1.01943 1.27250
1.00893 1.28750
1.01660 1.30250
1.01701 1.31750
1.01903 1.33250
1.02670 1.34750
1.02145 1.36250
1.00044 1.37750
1.01377 1.39250
1.01781 1.40750
1.03438 1.42250
1.01377 1.43750
1.00852 1.46250
1.02266 1.48750
1.02468 1.51250
1.00650 1.53750
1.00610 1.56250
1.00650 1.58750
1.02589 1.61250
0.97661 1.63750
1.01539 1.66250
1.02872 1.68750
1.00004 1.71250
1.01014 1.73750
0.99762 1.76250
1.01418 1.78750
1.01943 1.81250
 
 
压力系数 坐标
-0.00662 0.62500
-0.03005 0.93750
-0.04015 1.25000
0.02004 1.56250
