 
 
 
攻角：-8.00
升力系数：-0.4418 阻力系数： 0.0092
 
0.0000 
 
 
压力系数 坐标
-0.09024 0.00000
0.39305 0.00050
0.64525 0.00125
0.84100 0.00250
0.97584 0.00500
1.00995 0.00750
1.01361 0.01000
0.82476 0.01500
0.87552 0.02500
0.73622 0.05000
0.39670 0.10000
0.22979 0.12500
0.10348 0.15000
-0.01511 0.17500
-0.10446 0.20000
-0.20355 0.22500
-0.35138 0.27500
-0.45494 0.32500
-0.49109 0.35000
-0.50408 0.37500
-0.55647 0.40000
-0.54144 0.42500
-0.52804 0.45000
-0.52561 0.47500
-0.49271 0.50000
-0.45738 0.52500
-0.42935 0.55000
-0.39849 0.57500
-0.37737 0.60000
-0.36925 0.62500
-0.34204 0.65000
-0.31605 0.67500
-0.22914 0.70000
-0.16659 0.75000
-0.11623 0.80000
-0.09105 0.82500
-0.08902 0.85000
-0.05166 0.87500
-0.03948 0.90000
-0.01267 0.92500
0.01170 0.95000
0.10592 0.99000
 
 
压力系数 坐标
-0.42123 0.00000
-1.05966 0.00050
-1.35288 0.00125
-1.61686 0.00250
-1.79556 0.00500
-2.02624 0.00750
-2.06563 0.01000
-1.95354 0.01500
-1.87191 0.02500
-1.72327 0.05000
-1.58884 0.07500
-1.41502 0.12500
-1.36872 0.15000
-1.30943 0.17500
-1.28546 0.20000
-1.26638 0.22500
-1.21683 0.25000
-1.15550 0.27500
-1.05519 0.30000
-0.99630 0.32500
-1.04829 0.35000
-0.92483 0.37500
-0.83223 0.40000
-0.76400 0.42500
-0.69902 0.45000
-0.61983 0.47500
-0.52601 0.50000
-0.41189 0.52500
-0.34935 0.55000
-0.26163 0.57500
-0.18202 0.60000
-0.11745 0.62500
-0.08252 0.65000
-0.01023 0.67500
0.04459 0.70000
0.09211 0.72500
0.12744 0.75000
0.18877 0.82500
0.21110 0.85000
0.21679 0.87500
0.23547 0.90000
0.23750 0.92500
0.22004 0.95000
0.22166 0.97500
0.18308 0.99000
 
 
压力系数 坐标
1.00670 0.06250
1.01239 0.08750
1.00264 0.11250
1.02051 0.13750
1.00751 0.16250
0.99898 0.18750
1.02051 0.21250
1.01442 0.23750
1.00711 0.26250
1.02092 0.28750
1.00426 0.31250
1.01685 0.33750
1.01726 0.36250
1.01685 0.38750
1.02457 0.41250
1.00914 0.43750
1.01564 0.45250
1.01157 0.46750
1.00914 0.48250
1.01645 0.49750
1.00833 0.51250
1.00508 0.52750
0.96325 0.54250
1.02416 0.55750
1.01320 0.57250
1.02051 0.58750
1.01564 0.60250
1.02213 0.61750
1.01970 0.63250
1.00508 0.64750
1.01929 0.66250
1.01320 0.67750
1.01604 0.69250
0.99249 0.70750
1.00589 0.72250
1.00792 0.73750
0.95350 0.74750
1.00223 0.75750
1.00386 0.76750
0.99289 0.77750
1.00508 0.78750
1.00223 0.79750
1.02213 0.80750
1.02173 0.81750
0.99492 0.82750
1.00914 0.83750
1.02010 0.84750
1.00670 0.85750
1.00386 0.86750
1.01157 0.87750
1.01564 0.88750
1.00670 0.89750
1.00629 0.90750
1.01239 0.91750
0.99695 0.92750
1.00345 0.93750
1.00508 0.94750
1.04772 0.95750
1.02376 0.96750
1.00995 0.97750
1.00345 0.98750
0.99127 0.99750
1.01279 1.00750
1.01564 1.01750
1.00508 1.02750
0.99695 1.03750
1.00873 1.04750
0.99980 1.05750
1.00711 1.06750
1.00467 1.07750
1.00629 1.08750
0.98274 1.09750
0.93725 1.10750
0.90070 1.11750
0.86943 1.12750
0.83044 1.13750
0.84466 1.15250
0.88040 1.16750
0.96325 1.18250
0.99127 1.19750
0.99614 1.21250
1.00954 1.22750
1.01320 1.24250
1.01117 1.25750
1.01685 1.27250
1.00223 1.28750
1.02010 1.30250
1.01401 1.31750
1.00629 1.33250
1.01198 1.34750
1.02295 1.36250
0.99249 1.37750
1.00792 1.39250
1.00589 1.40750
1.01036 1.42250
1.01523 1.43750
1.00264 1.46250
1.01970 1.48750
1.02376 1.51250
1.00223 1.53750
0.99858 1.56250
1.00223 1.58750
1.02132 1.61250
0.97340 1.63750
1.01442 1.66250
1.02416 1.68750
0.99777 1.71250
1.00589 1.73750
0.99330 1.76250
1.00873 1.78750
1.01929 1.81250
 
 
压力系数 坐标
-0.03338 0.62500
-0.04557 0.93750
-0.04151 1.25000
0.02997 1.56250
