攻角：-9.00
升力系数：-0.5610 阻力系数： 0.0120
0.0000 
压力系数 坐标
-0.44112 0.00000
0.13039 0.00050
0.44690 0.00125
0.70557 0.00250
0.90558 0.00500
0.96953 0.00750
1.01841 0.01000
0.85181 0.01500
0.94346 0.02500
0.82207 0.05000
0.49701 0.10000
0.33122 0.12500
0.20412 0.15000
0.08436 0.17500
-0.01340 0.20000
-0.10506 0.22500
-0.26433 0.27500
-0.36942 0.32500
-0.41057 0.35000
-0.43012 0.37500
-0.48674 0.40000
-0.47411 0.42500
-0.46434 0.45000
-0.46597 0.47500
-0.44356 0.50000
-0.40527 0.52500
-0.38002 0.55000
-0.35395 0.57500
-0.33399 0.60000
-0.32217 0.62500
-0.29447 0.65000
-0.27818 0.67500
-0.24885 0.70000
-0.13683 0.75000
-0.09283 0.80000
-0.07247 0.82500
-0.07817 0.85000
-0.03703 0.87500
-0.03173 0.90000
-0.00403 0.92500
0.01145 0.95000
0.09617 0.99000
压力系数 坐标
-0.81343 0.00000
-1.51570 0.00050
-1.81022 0.00125
-2.06685 0.00250
-2.24526 0.00500
-2.45505 0.00750
-2.46483 0.01000
-2.27500 0.01500
-2.15035 0.02500
-1.95727 0.05000
-1.77437 0.07500
-1.56377 0.12500
-1.47415 0.15000
-1.37598 0.17500
-1.25867 0.20000
-1.31692 0.22500
-1.25907 0.25000
-1.21304 0.27500
-1.12098 0.30000
-1.05336 0.32500
-1.08554 0.35000
-0.95886 0.37500
-0.85213 0.40000
-0.77474 0.42500
-0.70264 0.45000
-0.61546 0.47500
-0.50670 0.50000
-0.39672 0.52500
-0.32665 0.55000
-0.24192 0.57500
-0.15883 0.60000
-0.10668 0.62500
-0.08428 0.65000
-0.02807 0.67500
0.00411 0.70000
0.02774 0.72500
0.05544 0.75000
0.08110 0.82500
0.10310 0.85000
0.11043 0.87500
0.13732 0.90000
0.14872 0.92500
0.15076 0.95000
0.17642 0.97500
0.16379 0.99000
压力系数 坐标
1.00904 0.06250
1.01515 0.08750
1.00864 0.11250
1.02534 0.13750
1.00986 0.16250
1.00375 0.18750
1.02126 0.21250
1.02004 0.23750
1.01149 0.26250
1.02208 0.28750
1.00782 0.31250
1.01678 0.33750
1.01556 0.36250
1.02656 0.38750
1.02289 0.41250
1.01108 0.43750
1.01230 0.45250
1.01352 0.46750
1.00986 0.48250
1.03430 0.49750
1.01393 0.51250
1.01352 0.52750
0.96098 0.54250
1.02656 0.55750
1.01800 0.57250
1.02330 0.58750
1.01882 0.60250
1.02289 0.61750
1.02289 0.63250
1.00986 0.64750
1.02126 0.66250
1.01189 0.67750
1.01800 0.69250
0.99356 0.70750
1.01475 0.72250
1.01271 0.73750
0.95609 0.74750
1.00741 0.75750
1.00864 0.76750
0.99601 0.77750
1.00741 0.78750
1.01067 0.79750
1.02860 0.80750
1.02412 0.81750
1.00049 0.82750
1.00375 0.83750
1.02371 0.84750
1.01067 0.85750
1.01067 0.86750
1.00212 0.87750
1.02289 0.88750
1.01027 0.89750
1.01923 0.90750
1.01434 0.91750
0.99723 0.92750
1.00578 0.93750
1.01027 0.94750
1.04815 0.95750
1.02615 0.96750
1.00986 0.97750
1.01515 0.98750
0.99601 0.99750
1.01515 1.00750
1.02167 1.01750
1.00782 1.02750
0.99927 1.03750
1.01841 1.04750
1.01189 1.05750
1.00497 1.06750
1.01027 1.07750
1.00741 1.08750
0.97238 1.09750
0.93002 1.10750
0.91739 1.11750
0.89702 1.12750
0.87340 1.13750
0.86566 1.15250
0.84610 1.16750
0.86810 1.18250
0.90639 1.19750
0.95609 1.21250
0.99560 1.22750
1.00986 1.24250
1.01312 1.25750
1.01597 1.27250
1.01638 1.28750
1.01475 1.30250
1.01597 1.31750
1.00945 1.33250
1.01678 1.34750
1.00415 1.36250
0.99764 1.37750
1.00823 1.39250
1.01800 1.40750
1.00986 1.42250
1.03104 1.43750
1.00782 1.46250
1.02330 1.48750
1.02941 1.51250
1.00090 1.53750
1.00375 1.56250
1.00293 1.58750
1.01800 1.61250
0.97605 1.63750
1.01352 1.66250
1.02737 1.68750
0.99804 1.71250
1.01393 1.73750
0.99642 1.76250
1.01027 1.78750
1.02289 1.81250
压力系数 坐标
-0.03255 0.62500
-0.04680 0.93750
-0.04029 1.25000
0.03059 1.56250
