攻角：-8.00
升力系数：-0.4576 阻力系数： 0.0113
0.0000 
压力系数 坐标
-0.12556 0.00000
0.36650 0.00050
0.63169 0.00125
0.82956 0.00250
0.96422 0.00500
1.00091 0.00750
1.01006 0.01000
0.94222 0.01500
0.87808 0.02500
0.74394 0.05000
0.39918 0.10000
0.24428 0.12500
0.11353 0.15000
-0.00540 0.17500
-0.08568 0.20000
-0.19515 0.22500
-0.34306 0.27500
-0.44832 0.32500
-0.49149 0.35000
-0.50423 0.37500
-0.54155 0.40000
-0.54073 0.42500
-0.52962 0.45000
-0.52305 0.47500
-0.50259 0.50000
-0.46559 0.52500
-0.43249 0.55000
-0.40535 0.57500
-0.38222 0.60000
-0.32764 0.62500
-0.28293 0.65000
-0.25713 0.67500
-0.22999 0.70000
-0.17788 0.75000
-0.12432 0.80000
-0.09873 0.82500
-0.08012 0.85000
-0.05104 0.87500
-0.03963 0.90000
-0.01012 0.92500
0.01670 0.95000
0.11065 0.99000
压力系数 坐标
-0.46661 0.00000
-1.11645 0.00050
-1.40467 0.00125
-1.66761 0.00250
-1.86106 0.00500
-2.08432 0.00750
-2.11392 0.01000
-1.99798 0.01500
-1.90310 0.02500
-1.75580 0.05000
-1.61663 0.07500
-1.41906 0.12500
-1.34413 0.15000
-1.32080 0.17500
-1.18182 0.20000
-1.26704 0.22500
-1.23127 0.25000
-1.17165 0.27500
-1.08777 0.30000
-1.02147 0.32500
-1.02291 0.35000
-0.92238 0.37500
-0.83697 0.40000
-0.76933 0.42500
-0.69203 0.45000
-0.60528 0.47500
-0.51225 0.50000
-0.40998 0.52500
-0.32867 0.55000
-0.25127 0.57500
-0.17551 0.60000
-0.11034 0.62500
-0.06142 0.65000
-0.01084 0.67500
0.02842 0.70000
0.05833 0.72500
0.08393 0.75000
0.14190 0.82500
0.16338 0.85000
0.18004 0.87500
0.19885 0.90000
0.21313 0.92500
0.21529 0.95000
0.21827 0.97500
0.19206 0.99000
压力系数 坐标
1.01089 0.06250
1.01099 0.08750
1.00873 0.11250
1.01171 0.13750
1.01335 0.16250
1.00708 0.18750
1.01428 0.21250
1.01222 0.23750
1.01068 0.26250
1.01325 0.28750
1.00842 0.31250
1.01335 0.33750
1.01346 0.36250
1.01459 0.38750
1.01253 0.41250
1.01191 0.43750
1.01356 0.45250
1.01171 0.46750
1.00996 0.48250
1.01489 0.49750
1.01119 0.51250
1.01191 0.52750
0.99752 0.54250
1.01572 0.55750
1.01130 0.57250
1.01459 0.58750
1.01304 0.60250
1.01284 0.61750
1.01417 0.63250
1.00975 0.64750
1.01119 0.66250
1.01037 0.67750
1.01222 0.69250
1.00277 0.70750
1.01222 0.72250
1.00924 0.73750
0.99598 0.74750
1.00801 0.75750
1.00832 0.76750
0.99989 0.77750
1.00667 0.78750
1.00544 0.79750
1.01335 0.80750
1.01006 0.81750
1.00513 0.82750
1.00708 0.83750
1.01315 0.84750
1.01017 0.85750
1.00729 0.86750
1.01068 0.87750
1.01058 0.88750
1.00739 0.89750
1.01047 0.90750
1.01037 0.91750
1.00410 0.92750
1.00780 0.93750
1.00873 0.94750
1.01931 0.95750
1.01243 0.96750
1.00575 0.97750
1.00945 0.98750
1.00338 0.99750
1.01017 1.00750
1.01119 1.01750
1.00277 1.02750
1.00235 1.03750
1.00801 1.04750
1.00133 1.05750
0.99773 1.06750
0.99177 1.07750
0.98323 1.08750
0.95116 1.09750
0.92125 1.10750
0.89103 1.11750
0.86821 1.12750
0.84858 1.13750
0.85567 1.15250
0.89607 1.16750
0.94037 1.18250
0.98735 1.19750
1.00133 1.21250
1.00657 1.22750
1.00616 1.24250
1.00852 1.25750
1.00934 1.27250
1.00616 1.28750
1.00749 1.30250
1.00770 1.31750
1.00657 1.33250
1.00811 1.34750
1.00359 1.36250
1.00153 1.37750
1.00626 1.39250
1.00636 1.40750
1.00688 1.42250
1.00708 1.43750
1.00585 1.46250
1.01438 1.48750
1.01304 1.51250
1.00708 1.53750
1.00770 1.56250
1.00760 1.58750
1.01263 1.61250
0.98673 1.63750
1.01171 1.66250
1.01376 1.68750
1.00184 1.71250
1.00934 1.73750
1.00235 1.76250
1.00832 1.78750
1.01150 1.81250
压力系数 坐标
-0.03017 0.62500
-0.04692 0.93750
-0.03880 1.25000
0.02308 1.56250
