攻角：-8.00
升力系数：-0.4580 阻力系数： 0.0116
0.0000 
压力系数 坐标
-0.12414 0.00000
0.36834 0.00050
0.63341 0.00125
0.83147 0.00250
0.96620 0.00500
1.00231 0.00750
1.01162 0.01000
0.94339 0.01500
0.87842 0.02500
0.74379 0.05000
0.39903 0.10000
0.24394 0.12500
0.11279 0.15000
-0.00660 0.17500
-0.08558 0.20000
-0.19668 0.22500
-0.34410 0.27500
-0.44906 0.32500
-0.49182 0.35000
-0.50512 0.37500
-0.54307 0.40000
-0.54236 0.42500
-0.53080 0.45000
-0.52507 0.47500
-0.50369 0.50000
-0.46686 0.52500
-0.43392 0.55000
-0.40589 0.57500
-0.38379 0.60000
-0.32722 0.62500
-0.28363 0.65000
-0.25714 0.67500
-0.23044 0.70000
-0.17755 0.75000
-0.12466 0.80000
-0.09857 0.82500
-0.08097 0.85000
-0.05202 0.87500
-0.03974 0.90000
-0.01049 0.92500
0.01611 0.95000
0.10972 0.99000
压力系数 坐标
-0.46512 0.00000
-1.11556 0.00050
-1.40446 0.00125
-1.66718 0.00250
-1.86125 0.00500
-2.08570 0.00750
-2.11506 0.01000
-2.00079 0.01500
-1.90534 0.02500
-1.75833 0.05000
-1.61869 0.07500
-1.42063 0.12500
-1.34748 0.15000
-1.32293 0.17500
-1.18318 0.20000
-1.26932 0.22500
-1.23393 0.25000
-1.17295 0.27500
-1.08968 0.30000
-1.02339 0.32500
-1.02523 0.35000
-0.92426 0.37500
-0.83863 0.40000
-0.77060 0.42500
-0.69448 0.45000
-0.60681 0.47500
-0.51310 0.50000
-0.41100 0.52500
-0.33008 0.55000
-0.25182 0.57500
-0.17683 0.60000
-0.10992 0.62500
-0.06154 0.65000
-0.01110 0.67500
0.02900 0.70000
0.06031 0.72500
0.08394 0.75000
0.14072 0.82500
0.16455 0.85000
0.17918 0.87500
0.19811 0.90000
0.21284 0.92500
0.21468 0.95000
0.21888 0.97500
0.19299 0.99000
压力系数 坐标
1.01275 0.06250
1.01418 0.08750
1.00998 0.11250
1.01397 0.13750
1.01551 0.16250
1.01009 0.18750
1.01766 0.21250
1.01490 0.23750
1.01408 0.26250
1.01592 0.28750
1.01009 0.31250
1.01541 0.33750
1.01715 0.36250
1.01776 0.38750
1.01704 0.41250
1.01346 0.43750
1.01490 0.45250
1.01449 0.46750
1.01275 0.48250
1.01745 0.49750
1.01316 0.51250
1.01367 0.52750
1.00068 0.54250
1.01858 0.55750
1.01244 0.57250
1.01633 0.58750
1.01612 0.60250
1.01500 0.61750
1.01602 0.63250
1.01142 0.64750
1.01203 0.66250
1.01244 0.67750
1.01582 0.69250
1.00446 0.70750
1.01172 0.72250
1.01203 0.73750
0.99822 0.74750
1.01070 0.75750
1.01101 0.76750
1.00293 0.77750
1.00978 0.78750
1.00958 0.79750
1.01592 0.80750
1.01326 0.81750
1.00804 0.82750
1.00988 0.83750
1.01541 0.84750
1.01234 0.85750
1.00876 0.86750
1.01500 0.87750
1.01367 0.88750
1.00978 0.89750
1.01264 0.90750
1.01193 0.91750
1.00538 0.92750
1.01050 0.93750
1.01070 0.94750
1.02073 0.95750
1.01418 0.96750
1.00773 0.97750
1.01121 0.98750
1.00630 0.99750
1.01203 1.00750
1.01183 1.01750
1.00446 1.02750
1.00528 1.03750
1.01131 1.04750
1.00579 1.05750
1.00610 1.06750
1.00027 1.07750
0.99321 1.08750
0.95699 1.09750
0.91740 1.10750
0.88252 1.11750
0.85684 1.12750
0.84415 1.13750
0.85049 1.15250
0.89469 1.16750
0.94400 1.18250
0.98942 1.19750
1.00876 1.21250
1.01060 1.22750
1.00998 1.24250
1.00978 1.25750
1.01213 1.27250
1.00947 1.28750
1.00958 1.30250
1.01060 1.31750
1.00947 1.33250
1.01009 1.34750
1.01019 1.36250
1.00518 1.37750
1.00947 1.39250
1.00937 1.40750
1.00896 1.42250
1.01091 1.43750
1.00876 1.46250
1.01653 1.48750
1.01663 1.51250
1.00927 1.53750
1.00988 1.56250
1.01080 1.58750
1.01510 1.61250
0.98952 1.63750
1.01305 1.66250
1.01704 1.68750
1.00548 1.71250
1.00937 1.73750
1.00681 1.76250
1.01213 1.78750
1.01367 1.81250
压力系数 坐标
-0.03177 0.62500
-0.04824 0.93750
-0.04169 1.25000
0.02123 1.56250
